store_id,date,temperature,fuel_price,markdown_1,markdown_2,markdown_3,markdown_4,markdown_5,cpi,unemployment,is_holiday,holiday_name,season
1,2022-07-23,26.28,2.58,4813.24,2507.94,2783.9,1431.34,779.82,198.77,4.75,0,None,Summer
1,2022-07-30,63.94,4.64,3300.99,839.8,3819.46,2582.64,2494.59,253.41,5.94,0,None,Summer
1,2022-08-06,39.82,3.57,3789.23,43.18,464.29,161.01,183.28,282.66,7.93,0,None,Summer
1,2022-08-13,57.93,2.79,2458.08,1420.42,692.81,1518.48,1793.27,253.9,7.45,0,None,Summer
1,2022-08-20,23.62,3.62,3129.3,1509.41,3425.96,2305.43,733.2,188.47,7.5,0,None,Summer
1,2022-08-27,22.12,4.26,4701.15,1726.42,1552.68,2251.51,2062.14,245.47,9.59,0,None,Summer
1,2022-09-03,50.89,5.38,9958.86,1292.22,610.38,775.99,180.4,191.33,7.78,1,Labor Day,Fall
1,2022-09-10,25.7,3.46,4224.38,69.82,3257.87,986.49,531.74,263.61,7.4,0,None,Fall
1,2022-09-17,90.2,4.71,4017.4,846.1,709.76,2627.15,3630.76,298.86,5.89,0,None,Fall
1,2022-09-24,49.76,4.83,1704.02,2792.27,3433.65,1501.48,3378.92,270.55,3.72,0,None,Fall
1,2022-10-01,92.2,4.02,4132.29,960.15,3582.09,1362.21,48.77,288.65,3.64,0,None,Fall
1,2022-10-08,45.55,5.35,4753.04,1720.31,2527.35,1569.56,1319.45,219.44,7.71,0,None,Fall
1,2022-10-15,80.19,4.87,3948.09,273.62,1977.68,201.46,2472.88,232.98,9.21,0,None,Fall
1,2022-10-22,48.07,2.85,714.96,2284.53,2472.87,353.93,378.48,264.12,3.51,0,None,Fall
1,2022-10-29,85.75,4.62,406.74,254.51,3946.56,1309.95,1667.89,277.54,9.63,0,None,Fall
1,2022-11-05,98.88,4.76,1881.3,250.5,3108.59,1954.41,1909.0,288.76,3.78,0,None,Fall
1,2022-11-12,59.41,2.53,2343.3,168.91,475.27,411.34,2921.45,269.53,7.08,0,None,Fall
1,2022-11-19,96.97,3.62,1428.56,2605.8,894.38,3371.28,54.7,296.39,3.3,0,None,Fall
1,2022-11-26,91.29,4.08,10922.61,487.06,4873.92,7463.63,5178.67,255.53,7.87,1,Black Friday,Fall
1,2022-12-03,56.36,4.38,2921.57,2703.47,181.79,983.37,4276.85,286.83,6.19,0,None,Winter
1,2022-12-10,69.61,3.33,940.61,1391.1,1413.41,2042.8,349.81,296.93,9.9,0,None,Winter
1,2022-12-17,75.85,4.11,1547.64,2441.39,2738.92,569.16,4099.17,278.7,9.65,0,None,Winter
1,2022-12-24,78.06,4.34,4600.67,6156.01,7621.36,348.18,261.03,225.18,8.67,1,Christmas,Winter
1,2022-12-31,98.98,2.95,6535.44,2513.88,8535.25,6484.32,8299.45,236.24,5.9,1,Christmas,Winter
1,2023-01-07,41.87,2.67,9511.95,5365.15,8797.52,7674.1,5498.77,272.28,9.61,1,New Year,Winter
1,2023-01-14,87.97,3.24,2252.72,387.48,3816.2,2121.61,1028.89,260.6,7.33,0,None,Winter
1,2023-01-21,48.65,2.84,3357.87,1560.92,3089.27,1820.57,3834.82,246.23,6.93,0,None,Winter
1,2023-01-28,90.13,3.71,670.08,86.35,3020.55,2171.08,3168.36,205.56,3.95,0,None,Winter
1,2023-02-04,21.16,3.55,2949.59,1176.73,1749.9,3164.56,1567.15,241.68,8.49,0,None,Winter
1,2023-02-11,51.72,4.37,4311.82,2848.56,588.29,3243.06,2214.52,210.99,6.21,0,None,Winter
1,2023-02-18,98.4,3.98,1643.76,1900.2,960.58,265.52,579.96,195.37,4.06,0,None,Winter
1,2023-02-25,31.11,4.42,909.4,1037.0,3587.15,1658.87,3004.01,200.68,4.35,0,None,Winter
1,2023-03-04,23.27,3.01,1392.95,531.03,354.81,422.23,2073.5,204.76,5.55,0,None,Spring
1,2023-03-11,60.27,4.57,196.56,2398.23,2511.6,286.16,3931.1,290.5,3.43,0,None,Spring
1,2023-03-18,42.15,4.92,3741.3,553.56,837.4,1296.65,2180.35,254.19,5.58,0,None,Spring
1,2023-03-25,57.0,4.74,183.42,757.31,2853.4,3133.22,2302.55,243.85,3.75,0,None,Spring
1,2023-04-01,55.79,4.1,1212.35,807.73,1509.14,70.25,1449.36,205.37,5.29,0,None,Spring
1,2023-04-08,29.58,5.17,2967.96,2037.31,3156.68,1744.55,391.14,244.45,7.11,0,None,Spring
1,2023-04-15,79.64,3.79,637.9,851.33,1452.33,2260.71,2568.5,222.73,9.91,0,None,Spring
1,2023-04-22,68.46,3.21,508.91,458.58,983.83,562.38,839.55,214.21,4.21,0,None,Spring
1,2023-04-29,91.74,2.74,2622.56,1231.19,3929.51,392.14,1790.35,296.34,9.06,0,None,Spring
1,2023-05-06,85.37,3.27,854.44,2005.93,3717.5,1948.67,2572.26,213.6,8.39,0,None,Spring
1,2023-05-13,34.96,3.47,2127.18,1522.83,969.64,401.93,2747.79,214.64,7.07,0,None,Spring
1,2023-05-20,32.35,3.94,2662.95,155.47,1346.42,470.45,285.19,298.8,5.26,0,None,Spring
1,2023-05-27,84.79,3.26,3407.51,2280.68,2382.55,1650.52,1853.28,221.86,9.51,0,None,Spring
1,2023-06-03,86.45,5.4,621.49,2192.6,3753.36,634.32,299.23,268.93,7.02,0,None,Summer
1,2023-06-10,87.35,2.92,3976.34,604.88,654.62,574.93,3665.59,259.82,6.66,0,None,Summer
1,2023-06-17,48.71,5.13,1962.23,2449.8,1756.54,1319.31,2082.06,216.17,8.23,0,None,Summer
1,2023-06-24,60.22,3.2,4497.87,1151.67,2174.21,3172.65,2809.07,194.03,9.58,0,None,Summer
1,2023-07-01,70.22,3.5,1531.99,5240.57,5456.64,4107.65,8849.54,274.63,4.06,1,Independence Day,Summer
1,2023-07-08,44.94,3.25,3719.73,100.6,2279.56,2668.61,3945.45,221.05,8.75,0,None,Summer
1,2023-07-15,28.85,5.04,637.44,1191.86,3189.18,524.71,1031.63,266.67,8.04,0,None,Summer
1,2023-07-22,71.29,4.58,2713.62,755.4,1382.78,635.59,4088.03,250.01,5.81,0,None,Summer
1,2023-07-29,56.96,5.34,766.76,1758.69,2023.55,2140.09,81.5,284.65,9.52,0,None,Summer
1,2023-08-05,65.21,4.59,4612.5,2121.72,610.16,2017.01,2730.22,230.9,8.16,0,None,Summer
1,2023-08-12,94.75,5.28,2254.2,339.71,3939.36,2936.14,560.98,290.5,9.09,0,None,Summer
1,2023-08-19,61.51,4.27,1995.01,164.28,1340.79,2809.99,20.84,220.02,5.79,0,None,Summer
1,2023-08-26,62.99,5.26,1731.73,1040.86,2950.0,1582.76,1010.72,234.29,3.99,0,None,Summer
1,2023-09-02,34.11,4.0,4608.18,6037.98,3189.07,4470.53,6259.42,181.57,7.64,1,Labor Day,Fall
1,2023-09-09,34.24,5.38,743.31,1243.87,341.4,3489.06,2259.88,251.45,3.47,0,None,Fall
1,2023-09-16,80.0,3.13,4490.27,615.42,762.75,127.92,2124.3,247.78,3.46,0,None,Fall
1,2023-09-23,82.04,3.86,2621.95,1322.29,1603.05,1958.74,698.58,201.83,9.03,0,None,Fall
1,2023-09-30,95.69,3.62,1353.72,1932.0,1634.94,88.85,702.69,265.92,7.61,0,None,Fall
1,2023-10-07,22.17,3.17,1155.37,2015.68,78.84,364.38,3599.62,201.43,7.57,0,None,Fall
1,2023-10-14,39.05,2.8,1215.86,2166.8,3422.79,2905.77,1787.33,260.17,4.43,0,None,Fall
1,2023-10-21,43.45,5.19,65.01,256.53,831.55,92.86,816.46,249.96,5.95,0,None,Fall
1,2023-10-28,91.41,4.95,1709.09,778.27,1518.77,2066.03,1206.29,254.9,5.87,0,None,Fall
1,2023-11-04,64.16,3.81,1472.33,2845.36,3054.42,490.4,3908.11,238.49,9.26,0,None,Fall
1,2023-11-11,83.99,3.78,112.35,806.03,2166.54,2217.17,1160.49,196.72,8.84,0,None,Fall
1,2023-11-18,98.75,4.08,858.4,816.92,73.56,3200.05,529.88,249.18,4.92,0,None,Fall
1,2023-11-25,64.33,4.45,9127.16,1362.38,96.76,1054.02,8910.18,284.87,7.18,1,Black Friday,Fall
1,2023-12-02,68.04,4.5,876.86,2743.24,1675.08,1340.98,2335.13,185.64,4.16,0,None,Winter
1,2023-12-09,79.04,2.75,3015.76,736.05,1557.18,1010.43,1600.53,266.29,5.08,0,None,Winter
1,2023-12-16,65.31,3.93,3318.36,2810.49,2930.29,752.29,140.32,211.47,7.17,0,None,Winter
1,2023-12-23,24.11,3.99,6565.27,2206.01,6784.03,820.81,743.86,267.38,6.47,1,Christmas,Winter
1,2023-12-30,75.07,3.8,2710.42,5406.08,7034.86,5349.16,2694.24,250.83,5.53,1,Christmas,Winter
1,2024-01-06,27.33,5.25,1505.0,6271.57,3924.85,1425.52,5364.82,284.75,8.13,1,New Year,Winter
1,2024-01-13,84.52,4.48,3461.38,2547.59,998.67,1712.99,995.44,298.52,9.61,0,None,Winter
1,2024-01-20,23.15,4.62,4626.24,541.73,2271.78,3204.21,152.76,263.69,5.08,0,None,Winter
1,2024-01-27,93.95,5.41,4721.33,1422.64,3448.17,2955.92,1435.95,279.47,3.26,0,None,Winter
1,2024-02-03,67.7,3.19,602.83,230.86,2785.16,1189.56,3261.45,187.84,5.21,0,None,Winter
1,2024-02-10,63.16,4.87,1593.76,1877.67,3543.91,2155.52,1048.32,182.93,9.09,0,None,Winter
1,2024-02-17,21.7,5.12,2644.69,2817.2,3195.13,3492.77,1578.2,272.06,5.81,0,None,Winter
1,2024-02-24,58.39,4.38,4368.39,2952.25,3073.09,1462.18,1896.11,268.51,4.67,0,None,Winter
1,2024-03-02,28.84,3.56,1436.19,888.92,934.43,147.33,80.43,298.53,5.99,0,None,Spring
1,2024-03-09,50.75,4.54,1091.27,2849.88,3145.38,312.94,1879.11,285.49,9.61,0,None,Spring
1,2024-03-16,57.39,4.34,835.17,2973.51,926.69,3299.56,2923.41,252.93,6.59,0,None,Spring
1,2024-03-23,38.45,3.03,1102.43,559.31,3118.34,1225.44,260.29,296.29,9.19,0,None,Spring
1,2024-03-30,94.22,5.48,869.48,1188.73,3032.95,2436.07,692.53,277.9,4.57,0,None,Spring
1,2024-04-06,37.91,4.11,2964.7,1740.26,365.95,3071.11,1195.2,195.54,9.22,0,None,Spring
1,2024-04-13,96.45,5.09,4047.58,1965.73,2203.43,304.45,1838.04,224.72,4.82,0,None,Spring
1,2024-04-20,77.87,3.99,405.23,660.55,2733.04,266.46,3830.43,239.42,6.36,0,None,Spring
1,2024-04-27,67.39,4.97,1739.05,2034.05,2262.93,934.6,3953.83,275.69,7.61,0,None,Spring
1,2024-05-04,88.05,5.1,3541.81,2511.04,2789.89,2380.49,2783.75,270.33,4.11,0,None,Spring
1,2024-05-11,90.47,5.12,146.24,2477.45,515.48,1172.92,3345.79,199.29,8.73,0,None,Spring
1,2024-05-18,86.57,4.02,31.93,861.11,2467.71,3434.15,2843.16,211.18,7.44,0,None,Spring
1,2024-05-25,63.2,4.84,534.9,2283.08,2165.07,3370.47,1538.42,255.91,9.52,0,None,Spring
1,2024-06-01,28.2,5.31,3439.43,203.51,1203.85,2478.6,303.08,249.86,5.42,0,None,Summer
1,2024-06-08,69.67,2.64,4357.68,2920.47,3875.51,2623.78,585.39,270.99,3.17,0,None,Summer
1,2024-06-15,21.77,3.47,2443.22,2311.22,2733.18,1560.66,1231.32,299.65,5.98,0,None,Summer
1,2024-06-22,56.11,2.99,3974.05,2081.05,883.08,288.33,3062.25,258.54,4.91,0,None,Summer
1,2024-06-29,96.07,2.95,2161.67,2830.85,1678.91,2234.84,1789.17,212.91,9.89,0,None,Summer
1,2024-07-06,52.75,5.18,2529.5,1406.49,273.98,5017.83,3648.41,283.72,6.31,1,Independence Day,Summer
1,2024-07-13,97.46,3.06,4343.12,2329.79,3083.69,2956.74,3424.61,255.15,3.92,0,None,Summer
1,2024-07-20,22.6,5.26,3083.25,2389.61,1926.09,410.58,563.34,262.27,6.01,0,None,Summer
1,2024-07-27,36.04,3.97,321.04,1745.91,1075.97,2791.46,1396.63,234.63,3.08,0,None,Summer
1,2024-08-03,25.8,3.68,2399.69,1800.06,1166.65,2432.44,3870.55,273.58,3.28,0,None,Summer
1,2024-08-10,58.44,2.81,1210.23,2959.99,569.98,1746.11,2781.7,264.3,6.92,0,None,Summer
1,2024-08-17,20.78,3.48,2588.56,263.6,1402.51,116.21,353.6,227.63,3.93,0,None,Summer
1,2024-08-24,65.4,4.57,4002.93,600.45,669.93,365.99,2863.94,264.78,3.22,0,None,Summer
1,2024-08-31,94.9,2.66,2706.48,2127.18,3483.88,2499.3,3607.78,220.73,8.7,0,None,Summer
1,2024-09-07,26.41,5.18,6023.52,5394.17,3980.4,4955.55,5211.39,267.79,3.57,1,Labor Day,Fall
1,2024-09-14,24.83,3.24,797.72,2615.35,876.86,3415.53,1516.03,201.85,8.53,0,None,Fall
1,2024-09-21,72.7,3.99,2776.82,2157.61,913.82,3487.17,4386.57,258.04,4.4,0,None,Fall
1,2024-09-28,74.42,2.72,153.26,773.05,1850.49,3038.95,3272.26,269.12,5.98,0,None,Fall
1,2024-10-05,47.67,3.61,4938.25,120.33,3468.13,2025.36,1973.77,267.03,6.41,0,None,Fall
1,2024-10-12,89.87,5.2,2108.6,830.48,2369.4,3193.27,947.98,254.76,7.42,0,None,Fall
1,2024-10-19,78.65,2.89,3579.12,2727.1,718.73,831.4,4371.28,201.72,8.98,0,None,Fall
1,2024-10-26,59.38,3.24,4353.75,1335.92,2059.27,1257.32,2668.28,199.62,5.74,0,None,Fall
1,2024-11-02,97.55,3.27,3283.68,975.57,3093.89,458.06,4364.19,234.45,4.65,0,None,Fall
1,2024-11-09,25.88,3.01,2598.87,1011.01,3315.53,1508.11,1119.21,254.06,7.95,0,None,Fall
1,2024-11-16,33.36,3.0,183.36,2209.21,2655.22,1661.21,3798.77,276.68,7.1,0,None,Fall
1,2024-11-23,89.46,3.12,1231.12,1780.35,502.36,4090.01,9272.4,184.72,3.85,1,Black Friday,Fall
1,2024-11-30,56.18,5.3,3477.72,3347.75,365.84,1142.24,9767.64,295.81,3.03,1,Black Friday,Fall
1,2024-12-07,96.14,4.42,4339.59,1364.22,2062.38,1710.96,3000.89,196.76,3.21,0,None,Winter
1,2024-12-14,44.63,4.61,1009.27,2020.3,3879.65,328.65,3026.71,233.25,9.08,0,None,Winter
1,2024-12-21,34.17,4.58,9219.27,6234.45,6012.58,3828.25,6116.69,284.27,6.99,1,Christmas,Winter
2,2022-01-01,22.43,5.29,7584.79,4464.99,1897.94,5073.42,3899.26,258.15,3.75,1,New Year,Winter
2,2022-01-08,72.63,5.5,241.06,2931.52,1627.63,3047.64,3520.73,248.04,8.17,0,None,Winter
2,2022-01-15,90.28,3.71,1635.17,2002.78,3231.38,2668.0,3590.16,232.27,8.72,0,None,Winter
2,2022-01-22,29.62,4.13,28.79,973.76,1465.85,1386.6,3129.6,226.63,6.14,0,None,Winter
2,2022-01-29,39.0,3.62,1136.35,219.59,2413.79,2338.74,2787.71,235.62,5.66,0,None,Winter
2,2022-02-05,89.07,4.06,2395.91,76.93,1364.99,1330.68,1794.7,249.62,6.74,0,None,Winter
2,2022-02-12,68.63,4.79,4064.93,2154.37,3822.09,63.81,881.0,180.91,7.53,0,None,Winter
2,2022-02-19,91.84,3.23,4635.17,180.8,3737.74,1230.68,456.39,238.3,4.8,0,None,Winter
2,2022-02-26,42.79,3.42,4015.13,1617.48,1245.23,2136.17,3222.68,212.71,5.89,0,None,Winter
2,2022-03-05,29.75,3.04,3405.59,544.32,2100.65,2481.66,480.95,248.08,4.8,0,None,Spring
2,2022-03-12,97.03,3.95,4029.96,1650.68,173.65,2216.03,4281.32,252.19,8.73,0,None,Spring
2,2022-03-19,90.74,3.18,1060.22,1832.94,1644.11,2939.51,4050.1,222.41,4.66,0,None,Spring
2,2022-03-26,82.44,3.32,4113.07,1271.21,2670.2,334.37,2807.37,234.21,7.11,0,None,Spring
2,2022-04-02,33.44,4.71,4313.99,650.22,382.86,82.74,2888.87,252.85,6.83,0,None,Spring
2,2022-04-09,38.56,3.67,2972.38,1490.3,3951.14,477.54,3128.15,228.52,6.0,0,None,Spring
2,2022-04-16,77.41,4.58,4956.28,385.18,416.44,2535.19,2602.74,212.9,3.56,0,None,Spring
2,2022-04-23,26.85,5.18,959.34,970.11,906.63,1242.49,312.41,242.29,3.47,0,None,Spring
2,2022-04-30,84.03,3.2,2700.06,2640.24,2603.51,1865.35,1459.5,219.96,7.69,0,None,Spring
2,2022-05-07,99.53,4.49,2788.92,2191.95,1860.82,210.5,2530.34,294.92,4.23,0,None,Spring
2,2022-05-14,75.2,3.1,2679.14,290.03,1801.48,2646.57,1564.07,259.79,8.57,0,None,Spring
2,2022-05-21,94.17,3.2,1996.58,457.25,3969.93,3244.5,2429.81,281.04,6.65,0,None,Spring
2,2022-05-28,69.89,2.77,3776.35,383.14,3304.27,2737.1,3189.35,184.34,5.12,0,None,Spring
2,2022-06-04,41.05,3.58,438.21,2810.87,2215.21,1069.34,1786.42,233.66,7.2,0,None,Summer
2,2022-06-11,61.25,5.26,2484.82,2976.47,3405.7,729.79,4187.68,193.96,8.72,0,None,Summer
2,2022-06-18,50.45,5.13,4340.28,2417.78,3160.12,1066.38,364.14,228.36,4.21,0,None,Summer
2,2022-06-25,75.6,3.54,4878.05,1922.92,3289.92,463.84,3879.07,290.73,6.41,0,None,Summer
2,2022-07-02,68.5,4.79,1923.22,3316.94,3508.23,1127.08,3638.59,188.18,3.18,1,Independence Day,Summer
2,2022-07-09,30.81,5.39,2747.65,2897.47,1729.99,1091.36,2277.64,232.74,3.74,0,None,Summer
2,2022-07-16,71.27,3.15,3097.94,1950.6,608.1,214.72,3513.43,235.18,3.41,0,None,Summer
2,2022-07-23,99.59,2.67,3475.18,2951.04,956.72,497.87,546.23,216.39,3.71,0,None,Summer
2,2022-07-30,75.37,2.69,2547.11,2990.09,3255.88,2153.27,1378.14,254.87,6.69,0,None,Summer
2,2022-08-06,54.09,2.89,4433.02,1349.35,778.49,1287.16,1863.58,279.3,8.14,0,None,Summer
2,2022-08-13,81.54,2.53,2080.77,1444.03,76.77,909.35,3421.3,196.45,6.75,0,None,Summer
2,2022-08-20,37.22,2.54,1206.01,2927.62,3206.15,3358.52,2195.34,193.17,6.84,0,None,Summer
2,2022-08-27,56.35,5.03,490.41,1464.72,600.19,1136.37,3318.11,237.12,5.63,0,None,Summer
2,2022-09-03,51.56,3.88,8635.18,5887.76,8406.95,6059.16,3122.53,262.58,6.06,1,Labor Day,Fall
2,2022-09-10,40.37,5.02,192.13,2705.29,1845.91,2230.21,2967.09,287.41,7.46,0,None,Fall
2,2022-09-17,69.11,2.7,2592.04,450.51,2949.74,1792.78,3061.03,185.0,3.59,0,None,Fall
2,2022-09-24,77.31,2.72,356.28,36.33,3826.01,2581.28,1589.63,215.58,5.45,0,None,Fall
2,2022-10-01,81.97,4.48,925.98,522.33,393.58,2311.06,3439.68,211.81,3.15,0,None,Fall
2,2022-10-08,26.57,5.4,1477.22,2307.67,2498.65,1336.79,925.59,194.57,7.31,0,None,Fall
2,2022-10-15,81.97,4.43,2651.51,125.85,3873.96,2795.5,1317.7,297.6,7.21,0,None,Fall
2,2022-10-22,66.59,4.74,4058.85,1969.44,512.38,1183.94,4176.38,206.95,5.61,0,None,Fall
2,2022-10-29,54.57,3.82,3064.7,2829.23,962.77,425.25,888.62,286.43,7.52,0,None,Fall
2,2022-11-05,42.87,4.95,4306.85,2539.54,3675.71,882.84,3397.69,235.26,8.89,0,None,Fall
2,2022-11-12,78.28,4.83,3280.81,532.29,2180.11,3446.34,4218.25,185.18,4.15,0,None,Fall
2,2022-11-19,30.54,4.68,4088.93,640.53,2023.41,2942.46,3297.61,245.07,7.13,0,None,Fall
2,2022-11-26,60.67,3.39,6215.24,4546.64,7685.24,4899.44,7535.1,199.21,6.23,1,Black Friday,Fall
2,2022-12-03,20.75,3.24,3632.31,2975.43,396.71,1405.23,3600.32,204.48,6.89,0,None,Winter
2,2022-12-10,78.65,4.35,940.12,1066.15,3135.17,1939.79,23.53,271.32,3.25,0,None,Winter
2,2022-12-17,79.66,3.11,4790.37,1103.82,1307.73,521.11,1375.22,285.2,9.97,0,None,Winter
2,2022-12-24,49.46,3.85,7942.78,5848.89,5218.79,3014.75,4084.96,263.47,3.02,1,Christmas,Winter
2,2022-12-31,69.57,3.57,8736.17,613.74,5176.18,3703.49,6359.02,187.78,7.06,1,Christmas,Winter
2,2023-01-07,64.92,4.18,6638.36,4464.69,7083.9,2077.62,8167.99,239.79,3.54,1,New Year,Winter
2,2023-01-14,24.68,3.5,3924.48,2123.04,3154.46,1810.44,1980.9,197.69,5.3,0,None,Winter
2,2023-01-21,54.72,2.77,1103.06,1794.68,2942.65,3494.22,4199.01,257.11,5.95,0,None,Winter
2,2023-01-28,70.89,4.86,591.68,1229.71,3359.21,1343.42,2573.43,250.53,4.29,0,None,Winter
2,2023-02-04,48.98,3.5,130.98,72.58,3326.79,955.75,2331.35,215.85,9.58,0,None,Winter
2,2023-02-11,40.74,3.79,4363.65,2525.8,744.41,2809.25,2061.84,237.96,3.93,0,None,Winter
2,2023-02-18,26.45,4.68,2482.31,1310.55,2918.03,2679.3,715.09,253.23,3.95,0,None,Winter
2,2023-02-25,80.11,4.47,4783.07,206.87,228.22,987.65,1177.68,209.64,9.34,0,None,Winter
2,2023-03-04,39.96,3.32,3796.99,1349.22,3106.84,228.78,2194.07,184.03,3.44,0,None,Spring
2,2023-03-11,92.51,2.92,2662.1,1233.29,1389.37,3149.42,98.21,259.65,9.74,0,None,Spring
2,2023-03-18,64.81,5.31,261.29,1256.38,1040.63,2557.87,4415.84,210.78,7.58,0,None,Spring
2,2023-03-25,35.85,4.2,2319.66,2916.02,2434.11,1223.27,513.43,198.15,4.58,0,None,Spring
2,2023-04-01,40.08,5.05,2806.11,1570.17,459.08,3010.49,3252.66,188.12,7.95,0,None,Spring
2,2023-04-08,63.48,2.75,2291.5,1454.09,663.1,3309.94,3824.89,260.28,6.24,0,None,Spring
2,2023-04-15,52.94,4.45,2727.16,186.82,2050.01,2822.41,2066.58,186.23,8.5,0,None,Spring
2,2023-04-22,36.11,3.28,823.53,990.65,3027.01,1817.85,921.97,285.34,9.16,0,None,Spring
2,2023-04-29,89.65,3.22,2256.2,2954.97,3088.05,95.09,293.42,235.67,9.36,0,None,Spring
2,2023-05-06,63.1,3.99,527.37,1970.34,3288.41,1331.47,3490.25,295.74,4.43,0,None,Spring
2,2023-05-13,61.87,3.36,3964.27,1732.78,2538.33,2792.7,1781.87,289.81,6.73,0,None,Spring
2,2023-05-20,32.64,4.59,3966.31,950.29,3428.72,3171.5,1246.07,298.02,3.98,0,None,Spring
2,2023-05-27,36.16,3.05,4469.95,1962.88,608.42,1541.13,2768.84,190.02,9.18,0,None,Spring
2,2023-06-03,84.29,4.02,4835.63,1253.28,3936.44,2337.72,2856.02,199.91,9.17,0,None,Summer
2,2023-06-10,54.2,2.99,63.04,1679.27,2109.6,2517.74,4006.16,189.53,8.12,0,None,Summer
2,2023-06-17,34.99,5.07,4095.32,1622.38,2840.97,1100.23,2120.26,278.6,6.21,0,None,Summer
2,2023-06-24,48.62,3.98,4141.25,1005.62,695.05,2492.05,3716.9,192.08,4.68,0,None,Summer
2,2023-07-01,31.36,3.54,4953.86,4942.25,5730.1,4781.15,3488.51,280.97,6.3,1,Independence Day,Summer
2,2023-07-08,98.33,4.4,631.32,2028.53,1300.42,2402.15,313.39,200.99,8.99,0,None,Summer
2,2023-07-15,38.17,5.01,1396.38,1928.65,2776.6,1794.29,1373.9,205.52,3.23,0,None,Summer
2,2023-07-22,44.32,4.46,4691.52,2613.61,3064.26,2759.57,2992.43,211.23,9.35,0,None,Summer
2,2023-07-29,73.66,4.18,554.95,1341.17,1841.43,3025.97,2459.92,225.65,9.84,0,None,Summer
2,2023-08-05,28.86,3.77,210.12,2219.71,3672.31,980.13,3862.54,215.07,9.38,0,None,Summer
2,2023-08-12,80.32,4.91,90.03,2888.43,2906.68,1066.63,3732.28,213.78,9.11,0,None,Summer
2,2023-08-19,29.01,4.61,2703.49,289.6,967.58,43.41,2109.46,216.15,7.19,0,None,Summer
